S_number,Brand,Model,Variant,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,paint_color,condition,Brand_id,Model_id,Fuel_Type_id,Transmission_id,Owner_Type_id,paint_color_id
1340,Honda,Brio,S Option MT     ,Pune,2012,79000,Petrol,Manual,First,18,1198,87,5,,290000,silver,good,9,31,4,1,0,9
1341,Maruti,Ciaz,ZDi Plus SHVS     ,Jaipur,2015,40500,Diesel,Manual,First,28,1248,89,5,,710000,white,,18,43,1,1,0,10
1342,Maruti,Swift,Dzire VDI Optional     ,Pune,2016,23000,Diesel,Manual,First,27,1248,74,5,,705000,white,like new,18,169,1,1,0,10
1343,Honda,CR-V,2.4L 4WD AT     ,Pune,2015,63050,Petrol,Automatic,First,11,2354,159,5,,1750000,,like new,9,35,4,0,0,-1
1344,Toyota,Corolla,Altis 2008-2013 1.8 VL AT   ,Mumbai,2008,78000,Petrol,Automatic,Second,15,1794,138,5,,341000,,,28,51,4,0,2,-1
1345,Maruti,Baleno,Vxi       ,Pune,2005,70000,Petrol,Manual,First,0,1590,null ,5,,130000,black,fair,18,25,4,1,0,0
1346,Honda,City,1.5 V MT     ,Coimbatore,2012,66245,Petrol,Manual,First,17,1497,118,5,,568000,,good,9,44,4,1,0,-1
1347,Mahindra,Scorpio,LX BS IV     ,Bangalore,2007,74112,Diesel,Manual,First,12,2179,120,9,,409999,silver,good,17,161,1,1,0,9
1348,Skoda,Laura,1.8 TSI Ambiente     ,Delhi,2011,87670,Petrol,Manual,First,13,1798,158,5,,400000,white,good,25,106,4,1,0,10
1349,BMW,3,Series 320d Sport Line    ,Hyderabad,2015,10000,Diesel,Automatic,First,19,1995,184,5,,3000000,white,good,2,2,1,0,0,10
1350,Maruti,SX4,Zxi BSIII      ,Chennai,2007,62493,Petrol,Manual,First,15,1586,105,5,,180000,red,good,18,155,4,1,0,8
1351,Maruti,Ciaz,VXi Plus      ,Kochi,2015,44620,Petrol,Manual,First,21,1373,91,5,,693000,,good,18,43,4,1,0,-1
1352,Land,Rover,Range Rover 3.6 TDV8 Vogue SE Diesel ,Bangalore,2012,66538,Diesel,Automatic,First,10,4367,308,7,,7000000,,good,16,146,1,0,0,-1
1353,Toyota,Innova,2.5 G (Diesel) 7 Seater BS IV ,Ahmedabad,2013,60000,Diesel,Manual,First,13,2494,100,7,,790000,red,good,28,98,1,1,0,8
1354,Hyundai,Santro,Xing GL      ,Kochi,2011,20842,Petrol,Manual,First,0,1086,62,5,,278000,,excellent,10,159,4,1,0,-1
1355,Hyundai,Santa,Fe 4WD AT     ,Chennai,2014,110000,Diesel,Automatic,First,13,2199,194,7,,1440000,,good,10,158,1,0,0,-1
1356,Mercedes-Benz,New,C-Class C250 Avantgarde     ,Mumbai,2011,45000,Petrol,Automatic,Second,12,1796,186,5,,1350000,white,good,19,118,4,0,2,10
1357,Maruti,Wagon R,LXI CNG     ,Mumbai,2014,40000,CNG,Manual,Second,27,998,58,5,,315000,,good,18,189,0,1,2,-1
1358,Maruti,Alto,LXi       ,Coimbatore,2012,49008,Petrol,Manual,First,20,796,46,5,,288000,red,,18,15,4,1,0,8
1359,Maruti,Alto,800 2016-2019 LXI     ,Kolkata,2016,31000,Petrol,Manual,First,25,796,47,5,,215000,,,18,15,4,1,0,-1
1360,Nissan,Sunny,2011-2014 XV      ,Pune,2013,8000,Petrol,Manual,First,17,1498,98,5,,375000,silver,excellent,22,167,4,1,0,9
1361,Maruti,Alto,800 2016-2019 VXI     ,Mumbai,2019,171,Petrol,Manual,First,25,796,47,5,,360000,,like new,18,15,4,1,0,-1
1362,Maruti,Alto,K10 VXI      ,Kolkata,2018,2100,Petrol,Manual,First,24,998,67,5,4.33 Lakh,360000,white,,18,15,4,1,0,10
1363,Hyundai,Grand,i10 1.2 Kappa Sportz AT   ,Coimbatore,2018,20667,Petrol,Automatic,First,19,1197,82,5,8.63 Lakh,755000,blue,excellent,10,91,4,0,0,1
1364,Honda,Mobilio,S i DTEC     ,Kolkata,2015,50000,Diesel,Manual,First,24,1498,99,7,,470000,red,good,9,114,1,1,0,8
1365,Tata,Manza,Aqua Quadrajet      ,Jaipur,2010,100030,Diesel,Manual,Second,19,1248,90,5,,160000,grey,good,27,112,1,1,2,5
1366,Chevrolet,Optra,Magnum 2 LT     ,Pune,2011,75372,Diesel,Manual,First,17,1991,124,5,,334000,blue,good,4,124,1,1,0,1
1367,Honda,City,i VTEC CVT VX    ,Kochi,2016,60475,Petrol,Automatic,First,18,1497,117,5,,910000,black,good,9,44,4,0,0,0
1368,Hyundai,Grand,i10 1.2 Kappa Sportz    ,Kochi,2019,18453,Petrol,Manual,First,19,1197,82,5,6.68 Lakh,617000,white,fair,10,91,4,1,0,10
1369,Hyundai,Verna,CRDi 1.6 SX     ,Hyderabad,2008,96578,Diesel,Manual,First,22,1582,126,5,14.07 Lakh,250000,,fair,10,184,1,1,0,-1
1370,Nissan,Micra,XL       ,Kolkata,2016,31001,Petrol,Manual,First,18,1198,75,5,,300000,white,,22,113,4,1,0,10
1371,Hyundai,Verna,1.6 SX      ,Jaipur,2012,65900,Diesel,Manual,First,22,1582,126,5,,575000,black,,10,184,1,1,0,0
1372,Hyundai,Creta,1.6 VTVT E Plus    ,Bangalore,2017,26246,Petrol,Manual,First,15,1591,121,5,,1075000,,,10,53,4,1,0,-1
1373,Maruti,Wagon R,R VXI BS IV    ,Jaipur,2013,62700,Petrol,Manual,Second,21,998,67,5,,285000,,,18,189,4,1,2,-1
1374,Honda,Aord,2.4 Elegance A/T     ,Chennai,2008,90000,Petrol,Automatic,First,10,2354,180,5,,650000,,,9,18,4,0,0,-1
1375,Honda,City,1.5 S AT     ,Bangalore,2016,36000,Petrol,Automatic,First,17,1497,118,5,,944999,blue,good,9,44,4,0,0,1
1376,Maruti,Baleno,Alpha 1.3      ,Delhi,2016,46000,Diesel,Manual,First,27,1248,74,5,,675000,white,good,18,25,1,1,0,10
1377,Honda,City,i DTec V     ,Coimbatore,2017,73003,Diesel,Manual,First,26,1498,99,5,,775000,white,good,9,44,1,1,0,10
1378,Hyundai,i20,Era 1.4 CRDi     ,Kochi,2014,46566,Diesel,Manual,First,23,1396,89,5,,440000,red,good,10,210,1,1,0,8
1379,Mercedes-Benz,E-Class,2015-2017 E350 Edition E    ,Jaipur,2015,41493,Diesel,Automatic,First,13,2987,265,5,,4200000,,good,19,60,1,0,0,-1
1380,Nissan,Terrano,XV 110 PS     ,Kochi,2014,103788,Diesel,Manual,First,19,1461,109,5,,567000,silver,good,22,174,1,1,0,9
1381,Renault,Duster,110PS Diesel RxZ AMT    ,Bangalore,2016,45000,Diesel,Automatic,First,20,1461,108,5,15.05 Lakh,1150000,silver,good,24,57,1,0,0,9
1382,Maruti,Wagon R,LXI Minor     ,Pune,2009,120000,Petrol,Manual,First,19,998,67,5,,169000,silver,good,18,189,4,1,0,9
1383,Hyundai,Getz,1.5 CRDi GVS     ,Jaipur,2009,97359,Diesel,Manual,Second,17,1493,110,5,,180000,silver,good,10,90,1,1,2,9
1384,Maruti,Ritz,LXi       ,Mumbai,2016,62000,Petrol,Manual,First,19,1197,86,5,,320000,blue,good,18,145,4,1,0,1
1385,Honda,City,1.5 GXI      ,Pune,2004,115000,Petrol,Manual,Second,12,,,,,150000,black,good,9,44,4,1,2,0
1386,BMW,5,Series 520d Sport Line    ,Kochi,2019,18373,Diesel,Automatic,First,22,1995,188,5,,4586000,grey,good,2,3,1,0,0,5
1387,Volkswagen,Polo,1.2 MPI Highline     ,Hyderabad,2016,60453,Petrol,Manual,First,16,1198,74,5,,509999,red,good,29,131,4,1,0,8
1388,Maruti,Swift,VDI BSIV      ,Pune,2013,37000,Diesel,Manual,First,18,1248,null ,5,,484999,,good,18,169,1,1,0,-1
1389,Ford,Figo,Petrol ZXI      ,Mumbai,2010,69009,Petrol,Manual,Second,16,1196,70,5,,240000,,,8,77,4,1,2,-1
1390,BMW,3,Series 320d Luxury Line    ,Hyderabad,2013,30000,Diesel,Automatic,First,19,1995,184,5,,2200000,silver,good,2,2,1,0,0,9
1391,Hyundai,Verna,1.6 SX CRDi (O)    ,Delhi,2012,70707,Diesel,Manual,First,22,1582,126,5,,428000,,,10,184,1,1,0,-1
1392,Renault,Duster,85PS Diesel RxL     ,Coimbatore,2015,64677,Diesel,Manual,First,20,1461,84,5,,567000,,,24,57,1,1,0,-1
1393,Hyundai,Grand,i10 1.2 Kappa Magna AT   ,Bangalore,2018,3000,Petrol,Automatic,First,19,1197,82,5,7.98 Lakh,620000,grey,,10,91,4,0,0,5
1394,BMW,X1,sDrive20d       ,Bangalore,2013,49000,Diesel,Automatic,Second,17,1995,184,5,,1449000,,,2,191,1,0,2,-1
1395,Maruti,Ritz,VDi       ,Pune,2010,71000,Diesel,Manual,First,21,1248,74,5,,300000,,,18,145,1,1,0,-1
1396,Hyundai,i10,Era 1.1 iTech SE    ,Jaipur,2010,52000,Petrol,Manual,Second,20,1086,68,5,,225000,,,10,209,4,1,2,-1
1397,BMW,X5,2014-2019 xDrive 30d Design Pure Experience 7 ,Kochi,2016,35659,Diesel,Automatic,First,16,2993,258,7,,4378000,,good,2,193,1,0,0,-1
1398,Honda,City,V MT Exclusive     ,Kochi,2019,5377,Petrol,Manual,First,17,1497,116,5,,1145000,,good,9,44,4,1,0,-1
1399,Mahindra,Ssangyong,Rexton RX7      ,Delhi,2014,65000,Diesel,Automatic,First,11,2696,184,7,,1050000,white,good,17,165,1,0,0,10
1400,Ford,Ecosport,1.5 DV5 MT Titanium Optional   ,Coimbatore,2015,92708,Diesel,Manual,First,23,1498,90,5,,748000,black,good,8,63,1,1,0,0
1401,Maruti,Alto,LXi       ,Coimbatore,2010,48105,Petrol,Manual,First,20,796,46,5,,310000,silver,good,18,15,4,1,0,9
1402,Volkswagen,Polo,1.2 MPI Highline     ,Mumbai,2011,46759,Petrol,Manual,First,16,1198,74,5,,254999,brown,good,29,131,4,1,0,2
1403,Volkswagen,Polo,Diesel Comfortline 1.2L     ,Jaipur,2013,62000,Diesel,Manual,First,22,1199,74,5,,350000,white,good,29,131,1,1,0,10
1404,Volkswagen,Polo,Diesel Highline 1.2L     ,Kolkata,2012,35175,Diesel,Manual,First,22,1199,74,5,,259000,blue,good,29,131,1,1,0,1
1405,Maruti,Ertiga,ZDI       ,Kolkata,2013,70000,Diesel,Manual,First,21,1248,89,7,,545000,silver,good,18,69,1,1,0,9
1406,Ford,EcoSport,1.5 TDCi Ambiente     ,Kolkata,2017,30000,Diesel,Manual,First,23,1498,99,5,,600000,,good,8,62,1,1,0,-1
1407,Toyota,Innova,Crysta 2.8 ZX AT    ,Kolkata,2016,66618,Diesel,Automatic,First,11,2755,172,7,24.82 Lakh,1549000,,good,28,98,1,0,0,-1
1408,BMW,5,Series 523i Sedan     ,Mumbai,2010,69300,Petrol,Automatic,Second,11,2497,150,5,,1250000,blue,good,2,3,4,0,2,1
1409,Maruti,Swift,Dzire Tour LDI     ,Kolkata,2017,148000,Diesel,Manual,First,23,1248,74,5,,475000,white,good,18,169,1,1,0,10
1410,Ford,Ecosport,1 Ecoboost Platinum Edition    ,Mumbai,2017,22000,Petrol,Manual,First,19,999,123,5,,785000,silver,good,8,63,4,1,0,9
1411,Hyundai,Verna,CRDi SX      ,Ahmedabad,2013,75000,Diesel,Manual,First,17,1493,110,5,,600000,,,10,184,1,1,0,-1
1412,Tata,Zest,Revotron 1.2T XM     ,Mumbai,2016,43706,Petrol,Manual,First,18,1193,89,5,7.63 Lakh,400000,,,27,208,4,1,0,-1
1413,Audi,A7,2011-2015 3 TDI Quattro    ,Mumbai,2011,42000,Diesel,Automatic,First,14,2967,241,5,,2875000,white,good,1,12,1,0,0,10
1414,Tata,Indica,Vista Quadrajet VX     ,Pune,2012,65000,Diesel,Manual,First,22,1248,74,5,,250000,brown,excellent,27,96,1,1,0,2
1415,Maruti,Swift,Dzire VDI      ,Delhi,2015,76128,Diesel,Manual,First,27,1248,74,5,,550000,black,good,18,169,1,1,0,0
1416,Fiat,Linea,Emotion       ,Kolkata,2010,39852,Petrol,Manual,First,16,1368,90,5,,159000,black,good,6,107,4,1,0,0
1417,Hyundai,i20,1.2 Spotz      ,Mumbai,2017,18673,Petrol,Manual,First,19,1197,82,5,,622000,,,10,210,4,1,0,-1
1418,Hyundai,EON,Era Plus      ,Kolkata,2016,11583,Petrol,Manual,First,21,814,55,5,,275000,black,good,10,61,4,1,0,0
1419,Hyundai,Santro,Xing XL      ,Chennai,2007,82000,Petrol,Manual,Second,0,1086,null ,5,,135000,black,good,10,159,4,1,2,0
1420,Mercedes-Benz,GLA,Class 200 CDI SPORT    ,Pune,2017,50000,Diesel,Automatic,First,18,2143,136,5,,2500000,black,good,19,84,1,0,0,0
1421,Maruti,Celerio,VXI       ,Delhi,2014,77000,Petrol,Manual,First,23,998,67,5,,280000,,good,18,42,4,1,0,-1
1422,Chevrolet,Beat,LT       ,Mumbai,2014,54890,Petrol,Manual,Second,18,1199,77,5,,245000,black,good,4,26,4,1,2,0
1423,Honda,Jazz,1.2 V AT i VTEC Privilege  ,Pune,2016,21000,Petrol,Automatic,First,19,1199,89,5,,635000,blue,,9,99,4,0,0,1
1424,BMW,3,Series 320d Highline     ,Mumbai,2009,58557,Diesel,Automatic,Third,16,1995,181,5,,800000,,good,2,2,1,0,3,-1
1425,Renault,Duster,110PS Diesel RxL     ,Bangalore,2014,70000,Diesel,Manual,First,19,1461,108,5,,825000,silver,good,24,57,1,1,0,9
1426,Ford,Figo,2015-2019 1.5P Titanium AT    ,Mumbai,2017,16000,Petrol,Automatic,First,17,1499,110,5,,595000,black,good,8,77,4,0,0,0
1427,Toyota,Innova,Crysta 2.4 VX MT    ,Kochi,2018,8899,Diesel,Manual,First,14,2393,148,7,22.86 Lakh,1992000,silver,,28,98,1,1,0,9
1428,Chevrolet,Beat,Diesel LS      ,Kochi,2016,83629,Diesel,Manual,First,25,936,56,5,,315000,black,,4,26,1,1,0,0
1429,Volkswagen,Polo,GTI       ,Chennai,2014,35059,Petrol,Automatic,First,17,1798,189,4,,575000,white,good,29,131,4,0,0,10
1430,Ford,Endeavour,3.2 Trend AT 4X4    ,Kochi,2018,30552,Diesel,Automatic,First,11,3198,197,7,,3244000,grey,good,8,67,1,0,0,5
1431,Hyundai,Verna,1.6 SX CRDI (O) AT   ,Kochi,2016,44875,Diesel,Automatic,Second,22,1582,126,5,,801000,white,good,10,184,1,0,2,10
1432,Ford,Figo,2015-2019 1.2P Titanium Opt MT   ,Coimbatore,2017,25095,Petrol,Manual,First,18,1196,87,5,,648000,red,good,8,77,4,1,0,8
1433,Maruti,800,AC       ,Jaipur,2007,59000,Petrol,Manual,First,16,796,37,4,,75000,,good,18,6,4,1,0,-1
1434,Honda,City,i DTEC V     ,Kolkata,2014,36000,Diesel,Manual,First,26,1498,99,5,,500000,white,good,9,44,1,1,0,10
1435,Mahindra,XUV500,W8 2WD      ,Mumbai,2012,37000,Diesel,Manual,First,16,2179,140,7,,775000,black,good,17,201,1,1,0,0
1436,Ford,Figo,Diesel ZXI      ,Chennai,2010,90000,Diesel,Manual,First,20,1399,68,5,,260000,silver,good,8,77,1,1,0,9
1437,Ford,EcoSport,1.5 Petrol Titanium     ,Pune,2018,17000,Petrol,Manual,First,17,1497,121,5,11.06 Lakh,919999,,good,8,62,4,1,0,-1
1438,Hyundai,i20,Asta 1.2      ,Mumbai,2015,42575,Petrol,Manual,First,19,1197,82,5,,505000,orange,good,10,210,4,1,0,6
1439,Toyota,Innova,2.5 G (Diesel) 7 Seater BS IV ,Hyderabad,2012,131000,Diesel,Manual,First,13,2494,100,7,,960000,grey,good,28,98,1,1,0,5
1440,Renault,Duster,85PS Diesel RxL Optional    ,Mumbai,2013,74000,Diesel,Manual,First,20,1461,84,5,,550000,grey,good,24,57,1,1,0,5
1441,Toyota,Innova,2.5 VX (Diesel) 8 Seater   ,Mumbai,2013,47234,Diesel,Manual,First,13,2494,101,8,,935000,black,good,28,98,1,1,0,0
1442,Honda,City,1.5 S MT     ,Delhi,2009,231673,Petrol,Manual,First,17,1497,118,5,,260000,black,good,9,44,4,1,0,0
1443,Maruti,Alto,K10 VXI      ,Hyderabad,2016,10000,Petrol,Manual,First,24,998,67,5,4.53 Lakh,350000,white,good,18,15,4,1,0,10
1444,Nissan,Micra,Active XL Petrol     ,Kochi,2016,49389,Petrol,Manual,First,19,1198,67,5,,426000,silver,good,22,113,4,1,0,9
1445,Maruti,Celerio,VXI AT      ,Chennai,2016,12000,Petrol,Automatic,Second,23,998,67,5,,425000,silver,good,18,42,4,0,2,9
1446,Mercedes-Benz,New,C-Class 200 Kompressor     ,Hyderabad,2010,65000,Petrol,Manual,Second,12,1796,178,5,,1175000,purple,good,19,118,4,1,2,7
1447,Ford,Fiesta,Diesel Style      ,Chennai,2013,177000,Diesel,Manual,First,24,1498,89,5,,350000,red,good,8,76,1,1,0,8
1448,Hyundai,Verna,1.6 VTVT S     ,Jaipur,2015,89000,Petrol,Manual,First,17,1591,121,5,,750000,blue,good,10,184,4,1,0,1
1449,Hyundai,i20,1.4 Asta (AT)     ,Chennai,2009,72000,Petrol,Automatic,Third,15,1396,100,5,,325000,blue,good,10,210,4,0,3,1
1450,Maruti,Swift,Dzire VXi      ,Chennai,2012,49000,Petrol,Manual,First,18,1298,86,5,,490000,white,good,18,169,4,1,0,10
1451,Mercedes-Benz,New,C-Class C 220CDIBE Avantgarde Command   ,Hyderabad,2014,51355,Diesel,Automatic,First,15,2143,170,5,,2700000,silver,good,19,118,1,0,0,9
1452,Hyundai,Elite,i20 Petrol Asta     ,Kochi,2017,13460,Petrol,Manual,First,19,1197,82,5,,891000,white,good,10,66,4,1,0,10
1453,Hyundai,Verna,1.6 VTVT EX AT    ,Kochi,2014,35642,Petrol,Automatic,First,17,1591,121,5,,669000,silver,good,10,184,4,0,0,9
1454,Chevrolet,Cruze,LTZ       ,Kochi,2014,52895,Diesel,Manual,First,17,1998,164,5,,602000,silver,good,4,55,1,1,0,9
1455,Toyota,Corolla,Altis 1.8 G     ,Mumbai,2010,93000,Petrol,Manual,First,14,1798,138,5,19.39 Lakh,450000,grey,like new,28,51,4,1,0,5
1456,Maruti,A-Star,Vxi       ,Pune,2011,70000,Petrol,Manual,First,19,998,66,5,,200000,silver,good,18,8,4,1,0,9
1457,Nissan,Micra,Diesel XV Premium     ,Kolkata,2012,32048,Diesel,Manual,First,23,1461,63,5,,240000,,good,22,113,1,1,0,-1
1458,Tata,Nano,LX       ,Pune,2013,4700,Petrol,Manual,First,25,624,37,4,,120000,white,good,27,117,4,1,0,10
1459,Maruti,Swift,Dzire Tour LDI     ,Delhi,2014,71800,Diesel,Manual,First,23,1248,74,5,,290000,white,good,18,169,1,1,0,10
1460,Land,Rover,Range Rover Sport 2005 2012 Sport  ,Coimbatore,2008,69078,Petrol,Manual,First,0,,,,,4088000,grey,good,16,146,4,1,0,5
1461,Audi,Q3,2 TDI Quattro     ,Ahmedabad,2016,45000,Diesel,Automatic,First,17,1968,184,5,,2700000,,good,1,135,1,0,0,-1
1462,Honda,Amaze,VX i-DTEC      ,Chennai,2016,15388,Diesel,Manual,First,26,1498,99,5,,750000,black,good,9,16,1,1,0,0
1463,Chevrolet,Optra,1.6 LS      ,Mumbai,2004,98798,Petrol,Manual,First,15,1599,104,5,,150000,grey,good,4,124,4,1,0,5
1464,Audi,Q5,2 TDI Premium Plus    ,Hyderabad,2016,43000,Diesel,Automatic,First,14,1968,174,5,,3950000,silver,good,1,136,1,0,0,9
1465,Maruti,Ritz,VDi       ,Hyderabad,2012,85112,Diesel,Manual,First,23,1248,74,5,,339000,black,good,18,145,1,1,0,0
1466,Mahindra,Scorpio,S6 7 Seater     ,Kochi,2018,37804,Diesel,Manual,First,15,2179,120,7,,1240000,blue,good,17,161,1,1,0,1
1467,Maruti,Ciaz,ZDi SHVS      ,Chennai,2014,45000,Diesel,Manual,First,28,1248,89,5,,685000,,good,18,43,1,1,0,-1
1468,Toyota,Corolla,Altis Aero D 4D J   ,Pune,2011,116000,Diesel,Manual,Second,21,1364,138,5,,575000,,good,28,51,1,1,2,-1
1469,Tata,Indica,V2 eLS      ,Chennai,2015,100073,Diesel,Manual,Second,25,1396,69,5,,200000,,good,27,96,1,1,2,-1
1470,Maruti,800,Std BSIII      ,Jaipur,2006,165000,Petrol,Manual,First,16,796,37,4,,90000,black,good,18,6,4,1,0,0
1471,Volkswagen,Polo,1.2 MPI Highline     ,Kolkata,2015,22000,Petrol,Manual,First,16,1198,74,5,,380000,silver,excellent,29,131,4,1,0,9
1472,Hyundai,Elantra,2 SX Option AT    ,Delhi,2017,9500,Petrol,Automatic,First,15,1999,150,5,21.77 Lakh,1635000,white,good,10,65,4,0,0,10
1473,Toyota,Fortuner,4x2 4 Speed AT    ,Hyderabad,2012,152000,Diesel,Automatic,First,12,2982,169,7,,1650000,white,,28,79,1,0,0,10
1474,Maruti,Baleno,Zeta 1.2      ,Coimbatore,2019,17705,Petrol,Manual,First,21,1197,83,5,,869999,white,,18,25,4,1,0,10
1475,Maruti,Baleno,Zeta 1.2      ,Mumbai,2016,12000,Petrol,Manual,First,21,1197,83,5,,610000,black,good,18,25,4,1,0,0
1476,Mini,Cooper,Countryman D      ,Hyderabad,2013,51000,Diesel,Automatic,First,24,1998,112,5,,2194000,silver,good,20,50,1,0,0,9
1477,Mercedes-Benz,S,Class 2005 2013 320 CDI   ,Chennai,2009,42000,Diesel,Automatic,Second,13,2987,210,5,,2200000,silver,good,19,147,1,0,2,9
1478,Maruti,Alto,K10 LXI      ,Delhi,2015,51000,Petrol,Manual,First,21,998,67,5,,265000,black,good,18,15,4,1,0,0
1479,Maruti,Swift,VXI Optional      ,Kochi,2017,42527,Petrol,Manual,First,20,1197,82,5,,527000,red,good,18,169,4,1,0,8
1480,Chevrolet,Sail,LT ABS      ,Kolkata,2014,45000,Diesel,Manual,First,22,1248,74,5,,248000,grey,good,4,157,1,1,0,5
1481,Toyota,Innova,2.5 G (Diesel) 8 Seater BS IV ,Kolkata,2011,70000,Diesel,Manual,First,13,2494,102,8,,600000,orange,good,28,98,1,1,0,6
1482,Toyota,Fortuner,3 Diesel      ,Mumbai,2009,92000,Diesel,Manual,First,12,2982,171,7,,890000,red,good,28,79,1,1,0,8
1483,BMW,3,Series 320d Sport Line    ,Hyderabad,2012,57156,Diesel,Automatic,Second,19,1995,184,5,,1800000,black,good,2,2,1,0,2,0
1484,Skoda,Octavia,Ambition 1.4 TSI MT    ,Coimbatore,2016,53211,Petrol,Manual,First,17,1395,138,5,,1164000,grey,good,25,121,4,1,0,5
1485,Toyota,Fortuner,3 Diesel      ,Kolkata,2019,80000,Diesel,Manual,First,12,2982,171,7,,899000,black,good,28,79,1,1,0,0
1486,Volkswagen,Jetta,2007-2011 1.9 Highline TDI    ,Bangalore,2009,74000,Diesel,Automatic,First,16,1896,105,5,,525000,white,good,29,101,1,0,0,10
1487,Hyundai,i20,1.4 CRDi Asta     ,Kolkata,2011,37000,Diesel,Manual,First,23,1396,90,5,,295000,,good,10,210,1,1,0,-1
1488,Tata,Manza,Club Class Quadrajet90 LX    ,Mumbai,2013,64000,Diesel,Manual,Second,21,1248,89,5,,265000,red,,27,112,1,1,2,8
1489,Volkswagen,Vento,Petrol Highline      ,Pune,2013,57197,Petrol,Manual,First,15,1598,104,5,,400000,silver,good,29,181,4,1,0,9
1490,Hyundai,Creta,1.6 SX Automatic Diesel    ,Chennai,2016,55000,Diesel,Automatic,First,18,1582,126,5,18.35 Lakh,1250000,white,good,10,53,1,0,0,10
1491,Maruti,Ritz,VXI       ,Mumbai,2014,33000,Petrol,Manual,First,21,1197,86,5,,325000,white,good,18,145,4,1,0,10
1492,Honda,CR-V,2.0L 2WD MT     ,Delhi,2008,70000,Petrol,Manual,First,13,1997,141,5,,400000,black,good,9,35,4,1,0,0
1493,Mahindra,XUV500,W8 2WD      ,Delhi,2012,75000,Diesel,Manual,Second,15,2179,140,7,,625000,red,good,17,201,1,1,2,8
1494,Volkswagen,Ameo,1.5 TDI Comfortline     ,Jaipur,2016,58095,Diesel,Manual,First,22,1498,109,5,9.19 Lakh,580000,,good,29,17,1,1,0,-1
1495,Tata,Zest,Revotron 1.2 XT     ,Kolkata,2015,7445,Petrol,Manual,First,18,1193,89,5,8.09 Lakh,500000,white,good,27,208,4,1,0,10
1496,Jaguar,XJ,3.0L Portfolio LWB     ,Kochi,2016,17652,Diesel,Automatic,First,13,2993,271,5,,5873000,silver,good,13,199,1,0,0,9
1497,Toyota,Corolla,Altis 1.8 VL CVT    ,Kochi,2018,28321,Petrol,Automatic,First,14,1798,138,5,23.25 Lakh,1748999,grey,good,28,51,4,0,0,5
1498,Maruti,A-Star,Vxi       ,Pune,2011,69000,Petrol,Manual,Second,19,998,66,5,,195000,black,good,18,8,4,1,2,0
1499,Honda,Aord,VTi-L (AT)      ,Mumbai,2007,80000,Petrol,Automatic,First,11,2354,142,5,,300000,blue,good,9,18,4,0,0,1
1500,Hyundai,i20,Asta (o)      ,Delhi,2014,42365,Petrol,Manual,First,17,1197,80,5,,550000,grey,good,10,210,4,1,0,5
1501,Toyota,Fortuner,4x2 AT      ,Delhi,2013,123000,Diesel,Automatic,First,13,2982,169,7,,1650000,grey,good,28,79,1,0,0,5
1502,Mercedes-Benz,New,C-Class C 200 CGI Avantgarde   ,Mumbai,2011,40000,Petrol,Automatic,Second,12,1796,186,5,,1450000,black,good,19,118,4,0,2,0
1503,Maruti,Baleno,Alpha 1.3      ,Hyderabad,2016,30112,Diesel,Manual,First,27,1248,74,5,,779000,grey,good,18,25,1,1,0,5
1504,Maruti,Ertiga,VDI       ,Kochi,2017,43775,Diesel,Manual,First,21,1248,89,7,,827000,silver,good,18,69,1,1,0,9
1505,Land,Rover,Range Rover Sport SE    ,Kochi,2019,26013,Diesel,Automatic,First,13,2993,255,5,1.39 Cr,9707000,white,good,16,146,1,0,0,10
1506,Chevrolet,Optra,Magnum 1.6 LT ABS BS3   ,Mumbai,2012,56000,Petrol,Manual,First,13,1598,103,5,,215000,white,good,4,124,4,1,0,10
1507,Honda,Civic,2006-2010 1.8 V AT    ,Hyderabad,2008,95000,Petrol,Automatic,Second,13,1799,130,5,,300000,,,9,45,4,0,2,-1
1508,BMW,X3,xDrive20d       ,Coimbatore,2014,41089,Diesel,Automatic,First,16,1995,184,5,,2879000,white,good,2,192,1,0,0,10
1509,Skoda,Laura,Ambition 2 TDI CR AT   ,Mumbai,2011,41988,Diesel,Automatic,First,20,1968,138,5,,545000,grey,,25,106,1,0,0,5
1510,Maruti,Swift,Dzire VDI      ,Delhi,2013,72486,Diesel,Manual,First,23,1248,74,5,,395000,white,good,18,169,1,1,0,10
1511,Volvo,V40,Cross Country D3     ,Pune,2013,92000,Diesel,Automatic,First,23,1984,150,5,,1600000,grey,good,30,180,1,0,0,5
1512,Maruti,Swift,Dzire ZXi      ,Delhi,2013,40000,Petrol,Manual,First,18,1298,86,5,,425000,grey,good,18,169,4,1,0,5
1513,Land,Rover,Range Rover 2.2L Pure    ,Bangalore,2014,56000,Diesel,Automatic,First,13,2179,188,5,,3450000,grey,good,16,146,1,0,0,5
1514,Honda,Aord,2.4 AT      ,Mumbai,2008,125000,Petrol,Automatic,Third,12,2354,178,5,,260000,red,good,9,18,4,0,3,8
1515,Toyota,Innova,2.5 G (Diesel) 8 Seater   ,Kochi,2017,29219,Diesel,Manual,First,13,2494,101,8,,1348000,silver,like new,28,98,1,1,0,9
1516,Toyota,Fortuner,4x4 MT      ,Hyderabad,2018,39927,Diesel,Manual,First,13,2982,169,7,,3210000,black,good,28,79,1,1,0,0
